Order_ID,Customer_ID,Customer_Name,Email,Phone,Movie_Title,Theatre,City,Show_Date,Show_Time,Booking_Date,Seat_Type,Quantity,Price,Discount,Total_Amount,Payment_Mode,Payment_Status,Booking_Channel,Seat_Numbers,Feedback_Score,Remarks,Sales_Agent,Is_Refunded,Booking_ID,Screen,Ticket_Type,Promo_Code,Loyalty_Points
ORD107471,CUST31210,,user371@example.com,98765 43210,The Silent Echo,Regal Cinema,Bengaluru,2019-04-29,16:45,2019-04-29,VIP,1.0,1299.42,10.0,1149.48,,Paid,Box Office,C19,4.0,VIP guest,Agent A,False,BKG34554,Screen 2,Combo,,100.0
ORD105512,CUST36737,Ravi Kumar,ravi352@example.com,12345,Broken Strings,Inox Mall,Chennai,2025-05-22,16:45,2025-05-20,Regular,4.0,-50.0,,-190.0,UPI,Pending,Third-Party,"C5,C30,C13,B2",5.0,,Agent C,False,BKG82515,Screen 1,Family,save10,
ORD104896,CUST75639,Amit Sharma,amit569@example.com,98765 43210,House of Tricks,Inox Mall,Ahmedabad,2021-08-01,15:15,2021-07-02,Balcony,2.0,304.65,25.0,436.97,Cash,Pending,Online,"C17,C13",2.0,,Agent A,False,BKG25940,Screen 1,Family,,10.0
ORD104412,CUST28124,,user831@example.com,12345,Hidden Truths,PVR Phoenix,Hyderabad,2024-09-05,11:15,2024-08-27,premium ,0.0,411.5,25.0,,Cahs,Failed,Third-Party,,,VIP guest,Agent A,True,BKG80140,,Combo,NEW50,10.0
ORD100147,CUST51374,Sangeetha K,sangeetha534@example.com,+918566125120,Space Riders,,Ahmedabad,2023-12-04,9:15,2023-11-07,,,663.9,15.0,897.81,card,Pending,third party,,3.0,,Agent C,False,BKG30636,Screen 1,Family,save10,10.0
ORD106566,CUST60759,Sangeetha K,sangeetha801@example.com,+916634674992,Midnight Sonata,Grand Theatre,Kolkata,2021-05-20,16:00,2021-04-30,Premium,1.0,701.34,0.0,711.34,card,Pending,third party,B21,5.0,,,False,BKG77299,,Single,FREESNACK,200.0
ORD102567,CUST66680,Ravi Kumar,,98765 43210,Ocean's Whisper,PVR Phoenix,Bengaluru,2025-05-22,16:30,2025-04-28,,3.0,1291.28,,3853.85,,,,"A30,A25,B6",1.0,,,False,BKG21159,Screen 1,,save10,0.0
ORD104964,CUST15909,,user238@example.com,12345,Space Riders,,Bengaluru,2021-09-29,14:15,2021-09-18,Balcony,-1.0,331.14,15.0,,Online,Pending,online,,6.0,Cancelled,Agent C,,BKG42409,Screen 3,Family,,200.0
ORD105368,CUST81907,John Doe,john28@example.com,+917863702411,The Silent Echo,Inox Mall,Kolkata,2024-04-08,17:15,2024-03-09,Reguler,-1.0,909.55,0.0,1248.71,card,Paid,Online,,6.0,Cancelled,Agent C,True,BKG72164,,Family,,50.0
ORD102517,CUST26553,,user357@example.com,98765 43210,The Last Frontier,Cinepolis Plaza,Chennai,2025-01-13,13:00,2025-01-16,Regular,3.0,1003.85,5.0,2870.98,,Paid,third party,"B23,B14,B5",4.0,,Agent A,,BKG23931,Screen 3,Single,save10,
ORD100337,CUST85554,Ravi Kumar,ravi31@example.com,12345,Ocean's Whisper,Inox Mall,Hyderabad,2021-10-01,10:15,2021-09-10,Premium,0.0,955.89,5.0,3498.57,Cahs,Paid,,,,Late arrival,,true,BKG40493,Screen 1,,,100.0
ORD104696,CUST61411,,user525@example.com,12345,Ocean's Whisper,Cinepolis Plaza,,2020-05-07,14:45,2020-04-12,,3.0,263.53,0.0,790.59,Card,Failed,,"A24,A19,C30",4.0,Late arrival,Agent C,True,BKG11832,Screen 1,Combo,NEW50,10.0
ORD102157,CUST99585,,user14@example.com,+918211623566,Final Alarm,Grand Theatre,Mumbai,2022-07-12,22:45,2022-06-14,,-1.0,1274.09,-5.0,,Cahs,Failed,,,1.0,Late arrival,Agent C,true,BKG70267,Screen 1,Combo,FREESNACK,50.0
ORD106559,CUST36620,,user825@example.com,12345,Space Riders,PVR Phoenix,Bengaluru,2021-02-08,19:45,2021-02-05,Premium,,1493.84,0.0,,card,Failed,online,,,Cancelled,Agent C,True,BKG21609,Screen 1,Single,NEW50,0.0
ORD103953,CUST69093,Amit Sharma,amit612@example.com,+917332639375,Ocean's Whisper,,Pune,2024-01-25,16:15,2024-01-24,,,423.77,0.0,,Online,,Online,,,Cancelled,Agent A,True,BKG72387,,Family,,50.0
ORD107989,CUST61141,Ravi Kumar,ravi6@example.com,,Ocean's Whisper,Regal Cinema,Chennai,2020-11-06,11:30,2020-11-06,VIP,1.0,1291.86,-5.0,1336.46,,Pending,Box Office,B15,-1.0,,Agent B,False,BKG27299,Screen 2,Single,NEW50,0.0
ORD108752,CUST19799,Sangeetha K,sangeetha309@example.com,+916897795702,Broken Strings,Cinepolis Plaza,Ahmedabad,2020-05-20,20:15,2020-04-28,Premium,2.0,318.64,-5.0,679.14,Cahs,,online,"A12,B22",4.0,,Agent B,False,BKG70793,,,save10,
ORD104237,CUST76048,Sangeetha K,sangeetha776@example.com,+916538651332,Final Alarm,Cinepolis Plaza,Delhi,2022-04-20,20:00,2022-03-23,,1.0,877.32,50.0,418.66,Card,Pending,third party,C8,,Cancelled,Agent A,True,BKG68547,,Combo,FREESNACK,200.0
ORD100259,CUST82360,John Doe,john172example.com,,House of Tricks,Grand Theatre,Kolkata,2023-04-07,14:15,2023-03-20,VIP,1.0,552.47,5.0,534.84,Card,,,A27,3.0,,Agent C,False,BKG76167,Screen 3,Family,,200.0
ORD107359,CUST4199,Sangeetha K,,+916048453495,Hidden Truths,Grand Theatre,Hyderabad,2021-10-17,19:15,2021-10-01,VIP,,699.14,5.0,,Card,,Online,,3.0,VIP guest,,False,BKG85388,Screen 2,Single,FREESNACK,100.0
ORD106682,CUST25694,John Doe,john196@example.com,,Space Riders,Grand Theatre,Delhi,2022-03-30,14:00,2022-03-24,Reguler,0.0,972.01,-5.0,,UPI,,third party,,4.0,Late arrival,Agent B,False,BKG16432,,,FREESNACK,50.0
ORD102403,CUST63978,Ravi Kumar,ravi212@example.com,12345,,,Chennai,2021-09-19,14:45,2021-09-03,premium ,1.0,773.12,5.0,714.46,Card,Paid,Box Office,A24,6.0,,Agent B,False,BKG52752,Screen 1,,NEW50,10.0
ORD109759,CUST62957,Ravi Kumar,ravi208@example.com,12345,The Last Frontier,,Bengaluru,2024-04-24,20:45,2024-04-22,Regular,4.0,926.78,25.0,2790.33,UPI,Pending,online,"B16,A21,A19,C1",5.0,Cancelled,Agent B,False,BKG30777,Screen 3,Combo,save10,10.0
ORD107050,CUST92192,Ravi Kumar,ravi602@example.com,98765 43210,Final Alarm,PVR Phoenix,Chennai,2020-04-20,14:15,2020-03-29,premium ,2.0,252.55,5.0,489.84,Cash,Pending,Third-Party,"C22,B20",5.0,VIP guest,Agent C,False,BKG90121,Screen 1,Combo,,100.0
ORD106447,CUST51502,Priya Singh,priya654@example.com,+916254784792,Final Alarm,PVR Phoenix,Mumbai,2025-08-22,15:45,2025-08-09,premium ,,409.21,50.0,,,Paid,Box Office,,,Cancelled,,True,BKG29923,Screen 1,,,0.0
ORD107122,CUST96316,,user964@example.com,98765 43210,Space Riders,Inox Mall,Chennai,2022-02-07,21:45,2022-02-01,Reguler,,1127.48,,,Cahs,Pending,third party,,-1.0,,Agent A,False,BKG97293,Screen 1,Family,save10,0.0
ORD109851,CUST15183,John Doe,john692@example.com,98765 43210,,Cinepolis Plaza,Mumbai,2022-01-31,22:30,2022-02-01,Balcony,2.0,1359.61,50.0,1369.61,,Failed,Online,"A20,C14",3.0,,Agent C,true,BKG49490,Screen 1,Combo,FREESNACK,10.0
ORD109523,CUST5171,Amit Sharma,amit694example.com,12345,The Last Frontier,PVR Phoenix,Hyderabad,2023-10-11,9:00,2023-09-30,premium ,-1.0,539.14,25.0,,Card,,Third-Party,,3.0,VIP guest,,False,BKG51689,Screen 3,Family,,200.0
ORD107990,CUST39120,,user696@example.com,+918737140795,Love & Pixels,Cinepolis Plaza,Ahmedabad,2022-10-15,13:45,2022-10-06,premium ,3.0,984.72,15.0,2491.05,Online,,Third-Party,"A15,A19,B26",4.0,Late arrival,Agent C,,BKG23545,Screen 3,Family,save10,0.0
ORD100911,CUST92753,Ravi Kumar,ravi551@example.com,+917187275431,,PVR Phoenix,Kolkata,2024-11-26,15:15,2024-11-13,,1.0,1065.3,5.0,992.04,card,,online,B11,4.0,VIP guest,,,BKG19429,Screen 3,,,
ORD106313,CUST78033,John Doe,john825@example.com,,Final Alarm,Regal Cinema,Kolkata,2020-06-27,22:45,2020-05-31,Regular,2.0,948.69,-5.0,2002.25,card,Failed,Box Office,"B26,A9",-1.0,Late arrival,Agent C,true,BKG57313,Screen 3,Combo,NEW50,200.0
ORD103259,CUST23245,Amit Sharma,amit748@example.com,98765 43210,House of Tricks,Grand Theatre,Pune,2021-02-09,19:30,2021-01-30,,-1.0,1488.4,-5.0,,UPI,Pending,,,-1.0,Late arrival,Agent C,,BKG96600,Screen 2,Family,FREESNACK,
ORD108512,CUST9158,,user691@example.com,,Ocean's Whisper,Grand Theatre,Pune,2020-06-23,15:30,2020-06-16,,0.0,1492.35,10.0,,,Pending,third party,,1.0,,Agent A,False,BKG76742,Screen 3,Family,save10,100.0
ORD107970,CUST62128,,user811@example.com,,The Last Frontier,,Chennai,2020-02-08,13:00,2020-02-01,Premium,4.0,454.95,-5.0,1910.78,Online,Paid,online,"A8,B23,B24,B4",5.0,VIP guest,Agent C,true,BKG63399,Screen 2,Combo,FREESNACK,0.0
ORD103011,CUST5610,Sangeetha K,sangeetha437@example.com,98765 43210,The Last Frontier,PVR Phoenix,Delhi,2024-01-22,13:30,2024-01-19,Balcony,,670.58,15.0,,Online,Pending,Online,,1.0,,Agent A,True,BKG10372,Screen 2,Single,,100.0
ORD109566,CUST29397,,user534@example.com,,The Last Frontier,Regal Cinema,Ahmedabad,2020-05-10,21:15,2020-05-02,Regular,-1.0,835.06,-5.0,,,Paid,Box Office,,4.0,,Agent C,,BKG41727,,,NEW50,200.0
ORD100288,CUST1206,Amit Sharma,amit714@example.com,12345,Ocean's Whisper,Inox Mall,Bengaluru,2023-03-15,11:15,2023-03-09,Reguler,1.0,1263.59,15.0,1074.06,Cash,Paid,,A26,4.0,VIP guest,,False,BKG91844,Screen 1,Combo,NEW50,10.0
ORD104882,CUST18220,Amit Sharma,amit553@example.com,,House of Tricks,PVR Phoenix,Chennai,2021-01-12,15:00,2021-01-09,,0.0,1109.92,-5.0,,UPI,Failed,Box Office,,2.0,Late arrival,Agent B,False,BKG33058,,Family,save10,100.0
ORD102458,CUST82257,,user125@example.com,+918198518313,Love & Pixels,PVR Phoenix,Delhi,2024-06-29,9:30,2024-06-29,premium ,,507.95,-5.0,,UPI,Paid,Third-Party,,3.0,,,True,BKG75480,Screen 2,,NEW50,200.0
ORD101297,CUST91222,Priya Singh,priya425@example.com,98765 43210,Broken Strings,Cinepolis Plaza,Chennai,2021-11-07,10:15,2021-10-19,Balcony,0.0,259.29,50.0,,Online,Paid,Box Office,,3.0,,Agent A,True,BKG75160,Screen 1,Single,save10,0.0
ORD106669,CUST87200,Ravi Kumar,ravi286@example.com,,,Inox Mall,Bengaluru,2020-11-08,20:15,2020-10-27,Reguler,4.0,137.54,10.0,505.14,UPI,,Box Office,"C12,C4,A23,A25",6.0,Late arrival,Agent A,False,BKG40287,Screen 3,,,50.0
ORD106545,CUST74155,Sangeetha K,sangeetha105@example.com,,Ocean's Whisper,PVR Phoenix,,2021-09-19,23:30,2021-09-07,Balcony,2.0,1394.26,0.0,2768.53,Cahs,Pending,Third-Party,"A10,C27",3.0,,,False,BKG44899,Screen 1,Combo,NEW50,0.0
ORD100115,CUST69719,Ravi Kumar,,98765 43210,The Last Frontier,Inox Mall,Mumbai,2024-02-13,9:30,2024-01-22,VIP,0.0,1499.09,,,Card,Paid,Box Office,,,Cancelled,,False,BKG72204,Screen 3,Family,FREESNACK,10.0
ORD102404,CUST8884,Priya Singh,priya739@example.com,+916418834391,Ocean's Whisper,Inox Mall,Ahmedabad,2025-03-28,21:30,2025-03-01,premium ,-1.0,210.49,,,Cash,Failed,Box Office,,1.0,Late arrival,Agent C,False,BKG10488,Screen 2,,FREESNACK,0.0
ORD100040,CUST73910,John Doe,john286@example.com,,Final Alarm,Grand Theatre,,2019-04-18,18:30,2019-04-18,Balcony,0.0,1411.55,50.0,,Cash,Pending,third party,,6.0,,Agent B,True,BKG79531,Screen 2,,save10,50.0
ORD107106,CUST89648,,user653@example.com,,Ocean's Whisper,Inox Mall,Chennai,2022-11-09,10:45,2022-10-25,Regular,,-50.0,15.0,146.63,Cash,Pending,Online,,6.0,Late arrival,Agent C,True,BKG49710,Screen 2,Family,save10,50.0
ORD106007,CUST63306,John Doe,,+918338037248,,PVR Phoenix,Chennai,2025-07-30,9:30,2025-08-02,VIP,-1.0,176.36,,,,Pending,Online,,4.0,VIP guest,,true,BKG42440,,Combo,FREESNACK,100.0
ORD102651,CUST79093,Sangeetha K,sangeetha729@example.com,,Midnight Sonata,Cinepolis Plaza,Delhi,2022-08-12,19:30,2022-07-25,Balcony,4.0,1173.86,0.0,4705.44,Cahs,,online,"B16,A5,B7,B24",6.0,,Agent B,,BKG48803,,Family,NEW50,200.0
ORD109032,CUST8550,,user192@example.com,12345,House of Tricks,Cinepolis Plaza,Chennai,2019-06-18,18:30,2019-05-26,,3.0,985.5,25.0,2217.38,UPI,,,"B1,A20,C21",2.0,,Agent A,True,BKG86502,,Single,save10,200.0
ORD107864,CUST72428,Amit Sharma,amit401@example.com,98765 43210,Midnight Sonata,Inox Mall,Bengaluru,2025-04-24,19:00,2025-04-01,,2.0,111.63,10.0,200.94,Cahs,,Box Office,"C7,B23",1.0,Late arrival,,True,BKG29779,,Combo,FREESNACK,10.0
ORD105845,CUST43611,Ravi Kumar,ravi496@example.com,12345,,,Mumbai,2024-05-15,11:15,2024-04-23,Balcony,4.0,972.35,50.0,1954.7,Online,,Online,"C2,A2,B27,A16",-1.0,Late arrival,,False,BKG97064,Screen 3,Single,FREESNACK,10.0
ORD102201,CUST2449,John Doe,john596@example.com,+917152063666,Ocean's Whisper,,Delhi,2024-07-23,16:15,2024-07-17,Reguler,-1.0,554.75,15.0,3817.54,,Paid,Third-Party,,4.0,Late arrival,Agent A,True,BKG30997,Screen 3,Single,save10,10.0
ORD109997,CUST91112,John Doe,john491@example.com,98765 43210,House of Tricks,,,2021-03-15,15:15,2021-02-22,,1.0,1163.53,15.0,989.0,Cash,,Online,C6,3.0,VIP guest,,False,BKG58652,Screen 3,Combo,,
ORD101735,CUST13216,Amit Sharma,,,The Silent Echo,Regal Cinema,Bengaluru,2023-06-09,15:45,2023-05-23,VIP,0.0,321.65,50.0,,Cash,,Box Office,,-1.0,Cancelled,,False,BKG91358,Screen 3,Single,FREESNACK,200.0
ORD108591,CUST38079,Amit Sharma,amit882example.com,,Broken Strings,Grand Theatre,Mumbai,2019-03-10,11:15,2019-03-03,,,529.47,0.0,,Cash,Pending,,,5.0,VIP guest,Agent A,True,BKG19772,,Single,NEW50,10.0
ORD102912,CUST14489,,user114@example.com,12345,The Silent Echo,Grand Theatre,Kolkata,2024-09-04,12:00,2024-08-20,Premium,,1345.05,5.0,,Cahs,Failed,Third-Party,,3.0,Late arrival,,,BKG43699,,,FREESNACK,100.0
ORD101840,CUST12391,Amit Sharma,,98765 43210,Space Riders,Regal Cinema,,2020-07-11,22:30,2020-06-15,,,1494.16,15.0,,card,Failed,Box Office,,3.0,Cancelled,Agent A,False,BKG32378,Screen 3,Single,NEW50,200.0
ORD101170,CUST64113,,user212@example.com,12345,Midnight Sonata,Inox Mall,Ahmedabad,2021-03-03,20:15,2021-02-09,Premium,,1453.24,10.0,3775.7,UPI,Paid,Online,,1.0,Late arrival,,True,BKG31644,Screen 1,Family,FREESNACK,200.0
ORD103724,CUST59885,John Doe,john141@example.com,+917618375461,Space Riders,Grand Theatre,Hyderabad,2021-08-21,18:15,2021-08-15,Premium,2.0,266.62,0.0,513.24,Cash,Paid,,"C25,B18",2.0,,,False,BKG81079,Screen 1,Combo,save10,
ORD108654,CUST88943,Ravi Kumar,ravi310@example.com,+918282301623,Final Alarm,PVR Phoenix,Ahmedabad,2025-01-05,16:00,2025-01-04,Regular,3.0,497.5,15.0,1278.62,Online,Pending,Box Office,"A19,C25,A9",4.0,VIP guest,Agent C,True,BKG14897,,Single,save10,50.0
ORD102151,CUST66502,,user717@example.com,+919175852226,Love & Pixels,PVR Phoenix,Ahmedabad,2025-01-11,15:45,2024-12-30,Regular,3.0,715.81,25.0,1590.58,UPI,Paid,Box Office,"B30,C27,C25",2.0,Cancelled,Agent C,,BKG80797,Screen 1,,NEW50,100.0
ORD104688,CUST3344,,user368@example.com,+916874936593,Space Riders,Inox Mall,Ahmedabad,2024-05-18,17:00,2024-05-07,Reguler,-1.0,748.39,0.0,,Online,Pending,Box Office,,,,Agent C,False,BKG76316,Screen 2,Family,FREESNACK,
ORD102820,CUST41567,Sangeetha K,sangeetha668@example.com,,The Silent Echo,Regal Cinema,Delhi,2019-06-16,13:15,2019-06-08,Balcony,0.0,1347.1,10.0,,,Failed,,,2.0,Cancelled,,,BKG46102,Screen 3,Combo,save10,
ORD108712,CUST97018,Sangeetha K,sangeetha528@example.com,,,Inox Mall,Kolkata,2024-05-20,16:45,2024-05-20,Premium,3.0,341.39,25.0,778.14,Online,Pending,,"A6,C16,C26",6.0,,Agent B,True,BKG77506,Screen 3,Family,,200.0
ORD104881,CUST67525,,user417@example.com,12345,The Silent Echo,Inox Mall,Delhi,2023-12-30,10:30,2023-12-11,,4.0,1344.44,0.0,5377.78,Card,Failed,Online,"A25,A5,B25,A14",3.0,Late arrival,,False,BKG35105,Screen 3,,save10,200.0
ORD106782,CUST2954,Ravi Kumar,ravi99@example.com,,Space Riders,Grand Theatre,Delhi,2024-12-23,11:45,2024-11-24,Reguler,3.0,590.78,0.0,1772.33,card,Pending,Third-Party,"A20,B1,C2",1.0,Cancelled,,True,BKG72266,Screen 2,,save10,10.0
ORD101463,CUST30752,Ravi Kumar,ravi297example.com,,,Regal Cinema,Ahmedabad,2023-07-04,18:15,2023-06-12,Regular,,108.79,5.0,,UPI,Paid,online,,2.0,,,True,BKG73574,Screen 3,Family,,200.0
ORD102481,CUST68183,Priya Singh,priya925@example.com,98765 43210,The Last Frontier,Regal Cinema,Bengaluru,2021-11-05,23:30,2021-11-03,,1.0,1316.49,,1326.49,Cahs,Failed,,A11,1.0,,Agent C,False,BKG53269,,Single,NEW50,200.0
ORD107925,CUST4686,,user100@example.com,98765 43210,The Silent Echo,,,2021-10-30,9:30,2021-10-11,,1.0,991.17,-5.0,1040.73,Card,Paid,third party,B28,-1.0,VIP guest,Agent A,true,BKG97879,Screen 2,Family,NEW50,10.0
ORD100428,CUST17366,Ravi Kumar,ravi466@example.com,12345,House of Tricks,PVR Phoenix,Pune,2021-11-12,10:45,2021-10-30,Balcony,-1.0,809.46,-5.0,,Cash,Paid,Online,,,Late arrival,,False,BKG93631,Screen 1,Family,,10.0
ORD109877,CUST93577,Amit Sharma,amit893@example.com,98765 43210,Ocean's Whisper,PVR Phoenix,Mumbai,2021-06-21,9:30,2021-05-29,Regular,4.0,552.89,-5.0,2322.14,,,Third-Party,"C22,C23,B6,C20",6.0,,,True,BKG34574,Screen 2,,FREESNACK,50.0
ORD102973,CUST16692,Amit Sharma,amit635@example.com,12345,Final Alarm,Inox Mall,,2025-05-17,15:45,2025-05-07,premium ,-1.0,1013.1,,,Online,Pending,,,-1.0,Late arrival,,,BKG93214,Screen 2,Single,FREESNACK,200.0
ORD108295,CUST78800,,user453@example.com,12345,Midnight Sonata,Cinepolis Plaza,Pune,2023-07-06,20:45,2023-07-02,,4.0,365.09,0.0,1470.38,Cash,,third party,"A10,A5,A20,B29",4.0,Cancelled,,False,BKG15102,Screen 2,Single,save10,50.0
ORD101946,CUST99743,Priya Singh,priya999@example.com,+918866083395,Midnight Sonata,Grand Theatre,Bengaluru,2020-07-29,23:15,2020-07-23,VIP,0.0,1292.27,5.0,4476.74,Online,Pending,Online,,5.0,,,true,BKG38168,,Single,NEW50,0.0
ORD103521,CUST10484,John Doe,,12345,Final Alarm,Grand Theatre,Chennai,2022-11-29,9:15,2022-11-10,,0.0,1447.91,5.0,,UPI,,online,,6.0,Cancelled,Agent C,,BKG97829,Screen 2,,save10,0.0
ORD103675,CUST23895,Amit Sharma,amit994@example.com,,Hidden Truths,Cinepolis Plaza,Mumbai,2019-03-04,22:00,2019-02-07,premium ,,1109.73,,,Online,Pending,online,,,Cancelled,Agent A,False,BKG83021,Screen 1,Family,FREESNACK,200.0
ORD104908,CUST91776,Amit Sharma,amit741@example.com,,Midnight Sonata,PVR Phoenix,Hyderabad,2019-10-01,13:00,2019-09-20,Reguler,,1214.61,-5.0,,card,Pending,Box Office,,-1.0,Late arrival,Agent A,True,BKG88851,,Combo,FREESNACK,200.0
ORD106605,CUST9614,John Doe,john936@example.com,98765 43210,House of Tricks,,Pune,2023-08-06,10:15,2023-07-17,,4.0,444.82,15.0,1512.38,Cahs,,online,"C25,B10,B13,B7",1.0,VIP guest,,,BKG39791,Screen 2,Combo,,10.0
ORD106118,CUST14838,John Doe,john982@example.com,,Broken Strings,Cinepolis Plaza,Pune,2024-11-07,15:15,2024-10-27,,1.0,1074.64,5.0,1020.91,Card,Paid,Online,C1,,,Agent C,true,BKG71881,Screen 3,Combo,save10,
ORD104993,CUST77619,Priya Singh,priya850@example.com,+918821821319,Broken Strings,,Ahmedabad,2020-10-07,16:00,2020-09-21,VIP,2.0,1265.35,5.0,2404.16,,Pending,Box Office,"C14,B18",2.0,,Agent B,False,BKG79594,Screen 1,Family,NEW50,10.0
ORD109982,CUST29889,,user943@example.com,,Final Alarm,,,2024-09-23,16:15,2024-09-17,Reguler,2.0,1313.1,15.0,2212.26,Cahs,,,"C7,C20",6.0,VIP guest,,,BKG48373,Screen 2,,NEW50,
ORD108430,CUST60967,Ravi Kumar,ravi490@example.com,12345,The Last Frontier,,,2024-11-08,21:00,2024-11-08,Premium,4.0,485.06,-5.0,2047.26,Cash,Paid,online,"B24,A25,C17,A2",2.0,,Agent A,true,BKG56627,Screen 1,,NEW50,50.0
ORD105204,CUST13307,,user513@example.com,,Ocean's Whisper,Cinepolis Plaza,Chennai,2023-08-10,21:00,2023-08-07,,,1101.03,,,Card,Pending,,,1.0,Cancelled,Agent B,true,BKG32286,Screen 1,Single,FREESNACK,100.0
ORD104257,CUST71126,,user626@example.com,98765 43210,Space Riders,Grand Theatre,Ahmedabad,2019-12-19,11:00,2019-12-12,Balcony,-1.0,1294.28,15.0,,Cahs,Paid,,,-1.0,Cancelled,,,BKG48484,Screen 1,Single,FREESNACK,0.0
ORD102618,CUST90578,Amit Sharma,amit752@example.com,12345,The Last Frontier,Regal Cinema,Hyderabad,2023-06-09,17:45,2023-05-23,,4.0,637.02,0.0,2528.08,Card,Paid,,"A18,C18,B19,B22",-1.0,,Agent A,False,BKG18421,Screen 1,,NEW50,200.0
ORD109775,CUST18580,Ravi Kumar,ravi573@example.com,12345,Love & Pixels,Cinepolis Plaza,Ahmedabad,2023-05-01,13:30,2023-04-24,Balcony,0.0,1127.08,15.0,,,Failed,Third-Party,,4.0,Cancelled,Agent A,True,BKG18040,Screen 1,Single,save10,0.0
ORD104116,CUST45034,Ravi Kumar,ravi951@example.com,98765 43210,The Last Frontier,Inox Mall,Chennai,2021-07-21,12:30,2021-07-14,Reguler,0.0,613.09,50.0,,UPI,Pending,Third-Party,,5.0,VIP guest,Agent C,True,BKG70845,Screen 3,,NEW50,200.0
ORD100695,CUST34818,Sangeetha K,sangeetha52@example.com,12345,,Inox Mall,Chennai,2023-11-15,10:00,2023-10-23,premium ,1.0,337.0,5.0,330.15,Card,Failed,,B11,3.0,,Agent C,False,BKG34787,Screen 3,Single,NEW50,10.0
ORD104417,CUST43701,Ravi Kumar,ravi571@example.com,98765 43210,,Grand Theatre,Kolkata,2021-07-28,22:30,2021-07-09,Balcony,3.0,236.76,50.0,335.15,Cash,Pending,online,"A15,A7,A21",-1.0,,Agent C,False,BKG71363,,Single,NEW50,0.0
ORD109723,CUST78959,,,+919046409163,Space Riders,Regal Cinema,Pune,2022-12-15,20:15,2022-12-04,premium ,3.0,765.41,,2276.24,card,,Third-Party,"C2,C2,A15",-1.0,Late arrival,,,BKG66602,,Single,,50.0
ORD100575,CUST75509,Amit Sharma,amit457@example.com,12345,Space Riders,Regal Cinema,Bengaluru,2019-04-18,12:45,2019-04-17,,,301.03,5.0,-305.41,Card,Pending,,,1.0,VIP guest,Agent A,true,BKG20969,Screen 2,Family,save10,0.0
ORD106349,CUST57425,Ravi Kumar,ravi92@example.com,98765 43210,Hidden Truths,Cinepolis Plaza,Mumbai,2021-10-07,18:00,2021-09-19,Reguler,0.0,1306.98,5.0,,card,Pending,,,2.0,Cancelled,Agent B,,BKG54353,Screen 3,Combo,,10.0
ORD109141,CUST23671,Sangeetha K,sangeetha140@example.com,,The Last Frontier,PVR Phoenix,Pune,2023-12-10,16:00,2023-11-13,Premium,2.0,637.93,10.0,1158.27,Cash,Failed,online,"A15,B14",6.0,,,False,BKG81939,Screen 3,Combo,save10,
ORD100876,CUST47189,Sangeetha K,sangeetha763@example.com,+917779910645,Ocean's Whisper,Grand Theatre,Kolkata,2025-10-29,15:15,2025-10-14,Reguler,1.0,751.17,15.0,618.5,,Paid,online,C6,1.0,,Agent B,True,BKG65839,,Family,FREESNACK,200.0
ORD109170,CUST50991,John Doe,john182@example.com,,Broken Strings,Grand Theatre,Bengaluru,2019-11-16,19:15,2019-10-25,Premium,3.0,822.91,10.0,2201.85,Cahs,Failed,Online,"A22,B28,A1",,VIP guest,Agent B,False,BKG29111,Screen 2,Single,save10,50.0
ORD100895,CUST72777,Amit Sharma,amit326@example.com,,House of Tricks,Regal Cinema,Pune,2019-11-10,13:30,2019-10-26,Regular,,1313.94,,,Cahs,Paid,Third-Party,,-1.0,,,False,BKG60252,Screen 2,Single,,200.0
ORD102021,CUST50609,,user35@example.com,+917425869285,Love & Pixels,Grand Theatre,Chennai,2024-11-16,17:15,2024-10-18,Reguler,1.0,600.12,50.0,280.06,card,Paid,online,C29,-1.0,Late arrival,Agent A,true,BKG11285,Screen 3,Combo,NEW50,
ORD103439,CUST91672,,user6@example.com,,Final Alarm,PVR Phoenix,Chennai,2021-01-20,13:00,2020-12-30,,,1291.75,5.0,,card,Pending,Third-Party,,-1.0,VIP guest,Agent C,true,BKG29396,Screen 1,Family,save10,50.0
ORD109970,CUST84185,Ravi Kumar,ravi145@example.com,,Final Alarm,Regal Cinema,Pune,2020-04-03,9:45,2020-03-06,Balcony,0.0,1105.61,5.0,,UPI,Failed,Third-Party,,5.0,,Agent B,true,BKG36397,Screen 1,Single,,50.0
ORD109987,CUST90339,,user830@example.com,98765 43210,House of Tricks,Inox Mall,,2025-08-18,23:15,2025-08-11,VIP,4.0,1152.29,25.0,3466.87,card,,third party,"A13,B16,A5,A24",3.0,,Agent A,,BKG14793,Screen 1,Family,FREESNACK,0.0
ORD105505,CUST92470,,user605@example.com,12345,Broken Strings,Regal Cinema,,2021-11-30,20:45,2021-11-24,VIP,3.0,472.77,15.0,1185.57,UPI,,third party,"C3,C13,C7",6.0,Late arrival,Agent B,True,BKG20658,,Combo,NEW50,50.0
ORD104252,CUST15640,Amit Sharma,amit988example.com,12345,House of Tricks,Inox Mall,Ahmedabad,2023-10-30,10:00,2023-10-17,premium ,3.0,965.01,5.0,2760.29,Online,Failed,Third-Party,"C23,C2,A15",5.0,Late arrival,Agent B,,BKG52378,Screen 1,,FREESNACK,0.0
